StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package,Cluster
25542,Male,Kolkata,Tier3,Mechanical,Embedded,Yes,No,7.88,7.56,7.95,7.81,7.65,7.8,7.61,7.79,7.66,87.7,1,2,2.0,1,0,57.3,,68.5,68.1,1,Mid,1,0,8.52,3
25543,Male,Chennai,Tier3,ECE,Embedded,No,Yes,4.94,5.43,4.82,5.41,5.63,4.93,5.35,5.41,5.38,84.9,1,2,2.0,2,1,70.9,2.9,51.7,53.6,0,Low,0,0,0.0,1
25544,Male,Ahmedabad,Tier1,Civil,AI,No,Yes,7.75,7.74,7.9,7.88,8.17,8.28,7.8,8.33,4.16,53.81371167,2,2,2.0,2,1,36.6,2.9,4.0,,1,Mid,0,1,0.0,3
25545,Female,Hyderabad,Tier1,IT,AI,No,No,9.0,8.76,8.65,8.91,8.86,8.65,8.73,8.67,8.69,83.2,2,3,2.0,4,1,72.4,4.0,82.3,73.2,0,High,1,0,18.01,0
25546,Female,Jaipur,Tier1,ECE,DataScience,Yes,No,9.48,9.71,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.6,1,3,3.0,4,2,83.8,3.6,,59.0,1,High,1,0,18.0,0
25547,Female,Bangalore,Tier2,Mechanical,Embedded,Yes,No,7.61,8.52,8.16,7.94,8.53,8.1,8.4,8.68,8.19,98.0,2,3,3.0,3,1,87.2,3.4,77.6,65.7,1,High,1,0,22.1,0
25548,Male,Pune,Tier3,ECE,AI,Yes,Yes,6.63,5.99,6.12,6.59,6.38,6.03,6.29,6.18,6.3,56.7,1,1,,0,0,45.6,2.3,36.6,,0,Low,0,0,0.0,1
25549,Male,Bangalore,Tier2,Mechanical,Networking,Yes,No,7.0,7.12,6.78,6.67,7.31,7.3,6.91,7.14,6.88,74.3,2,2,2.0,1,0,66.7,2.9,42.8,52.1,0,Mid,1,0,8.16,3
25550,Female,Mumbai,Tier2,IT,DataScience,Yes,No,5.53,5.59,5.05,5.43,5.62,5.01,5.36,4.99,5.28,74.2,0,2,1.0,2,0,73.1,3.4,63.1,55.8,1,Low,0,0,0.0,1
25551,Male,Mumbai,Tier1,Civil,Networking,Yes,No,9.5,9.54,9.09,9.9,9.42,9.2,9.33,9.52,9.31,80.8,2,3,2.0,3,2,84.8,3.5,80.3,100.0,1,High,1,0,25.78,0
25552,Male,Bangalore,Tier2,Mechanical,Networking,Yes,No,8.72,9.07,8.75,8.5,8.62,8.59,8.55,8.33,8.66,94.2,2,4,1.0,3,2,84.1,3.8,91.0,77.5,1,High,1,0,22.9,0
25553,Female,Mumbai,Tier2,ECE,DataScience,Yes,Yes,4.13,4.69,4.65,4.78,4.3,4.0,4.26,4.77,4.26,64.9,0,0,1.0,0,0,43.2,2.1,26.3,29.2,0,Low,0,0,0.0,1
25554,Male,Jaipur,Tier2,ECE,AI,Yes,No,6.02,5.93,5.9,5.82,5.91,5.87,5.36,5.24,5.73,50.0,0,1,1.0,0,0,48.2,2.0,31.5,31.8,0,Low,0,0,0.0,1
25555,Female,Bangalore,Tier1,IT,Embedded,Yes,No,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.97,80.4,2,3,,4,1,,3.9,74.0,85.0,1,High,1,0,25.55,0
25556,Female,Chennai,Tier1,EE,AI,Yes,No,8.31,8.53,8.71,8.17,8.19,8.58,8.29,8.42,8.4,81.7,1,1,2.0,1,1,,2.5,55.3,55.0,1,High,1,0,18.39,3
25557,Male,Bangalore,Tier1,IT,DataScience,Yes,No,5.7,5.64,5.49,5.45,5.43,5.44,5.43,5.32,5.52,75.0,0,1,1.0,2,0,69.7,3.3,45.4,54.6,0,Low,0,0,0.0,1
25558,Male,Chennai,Tier1,CS,DataScience,Yes,No,8.48,7.76,8.17,7.67,7.77,8.51,8.17,9.08,7.92,94.4,2,3,3.0,4,1,94.0,5.0,74.6,88.4,1,Mid,1,0,8.32,2
25559,Male,Jaipur,Tier2,CS,AI,Yes,No,8.04,8.36,8.27,8.75,8.24,8.5,7.93,8.13,8.23,70.8,1,2,1.0,1,0,66.4,3.6,43.4,50.3,1,High,1,0,18.69,3
25560,Female,Jaipur,Tier3,ECE,DataScience,Yes,No,6.42,7.26,6.77,7.28,6.5,7.14,6.56,7.08,6.87,71.7,2,3,2.0,2,1,79.0,3.0,59.5,43.3,0,Mid,1,0,8.36,3
25561,Male,Hyderabad,Tier3,ECE,AI,Yes,No,5.86,6.11,5.81,5.94,6.0,5.95,5.91,5.89,6.1,77.3,0,2,1.0,2,0,73.3,3.9,61.0,47.2,1,Low,1,0,4.93,3
25562,Male,Kolkata,Tier1,CS,Networking,No,No,6.84,7.21,7.44,6.72,7.46,7.43,7.4,7.85,7.42,86.4,1,3,3.0,4,0,92.9,3.3,82.3,76.0,1,Mid,1,0,8.39,2
25563,Male,Mumbai,Tier1,CS,AI,No,No,7.78,8.45,7.98,7.61,7.67,8.15,8.74,8.14,8.2,88.5,2,3,,1,2,72.8,4.8,70.3,80.8,0,High,1,0,18.47,0
25564,Male,Chennai,Tier2,EE,Networking,No,No,8.08,8.27,8.54,7.77,8.06,8.28,7.72,8.25,8.13,91.1,2,3,3.0,2,1,83.7,4.4,67.8,73.1,1,High,1,0,22.6,0
25565,Male,Chennai,Tier1,Mechanical,DataScience,Yes,No,7.4,7.6,8.17,7.84,7.57,7.5,8.17,8.09,7.9,74.8,0,3,2.0,5,2,66.7,4.2,64.9,54.2,1,Mid,1,0,8.79,2
25566,Female,Chennai,Tier2,ECE,DataScience,No,No,8.87,8.81,8.8,9.09,9.35,9.15,8.98,8.97,9.11,82.5,1,2,3.0,2,1,66.0,3.1,54.6,,0,High,1,0,18.09,0
25567,Male,Delhi,Tier2,Civil,Embedded,Yes,No,6.52,7.38,7.59,8.03,7.41,7.24,7.28,7.17,7.29,93.3,1,3,3.0,2,2,68.9,,88.7,70.1,1,Mid,1,0,8.82,2
25568,Male,Chennai,Tier3,ECE,DataScience,Yes,Yes,7.6,7.44,7.8,7.08,7.42,7.45,6.9,7.7,7.38,66.0,1,2,2.0,1,1,65.9,3.3,45.5,,1,Mid,0,0,0.0,3
25569,Male,Bangalore,Tier2,CS,DataScience,Yes,Yes,8.63,8.45,8.71,8.98,8.29,7.94,8.77,8.16,8.52,92.8,0,3,1.0,2,0,62.6,2.9,63.8,57.2,0,High,1,0,18.81,3
25570,Female,Chennai,Tier2,IT,DataScience,Yes,No,7.23,7.2,7.74,8.35,7.69,7.38,7.52,7.28,7.53,73.8,1,2,2.0,1,1,,2.5,60.4,,0,Mid,1,0,8.42,3
25571,Male,Kochi,Tier2,CS,Embedded,Yes,No,6.46,6.46,6.92,6.67,7.08,6.68,7.04,6.21,6.5,79.9,1,2,2.0,2,1,70.4,2.5,52.0,53.0,1,Low,1,0,5.78,3
25572,Female,Hyderabad,Tier2,IT,Embedded,Yes,No,5.98,6.57,5.91,6.47,6.0,6.61,6.0,6.08,6.24,79.7,1,2,1.0,2,1,80.1,,66.3,48.3,1,Low,1,0,4.78,3
25573,Male,Bangalore,Tier2,CS,DataScience,Yes,No,9.4,9.82,10.0,10.0,10.0,9.89,9.73,10.0,9.71,79.8,1,4,3.0,3,1,80.2,,79.6,87.1,1,High,1,0,18.66,0
25574,Male,Hyderabad,Tier1,CS,Networking,Yes,No,10.0,10.0,10.0,9.93,10.0,10.0,9.95,10.0,9.92,71.6,2,3,,4,1,89.2,3.2,,81.4,1,High,1,0,18.8,0
25575,Female,Jaipur,Tier1,ECE,DataScience,No,No,8.71,9.2,9.17,9.14,8.77,9.51,9.0,9.65,9.03,83.3,2,3,3.0,4,1,91.0,4.8,77.4,69.2,1,High,1,0,25.44,0
25576,Male,Hyderabad,Tier2,IT,AI,No,No,7.85,7.72,8.14,7.47,8.09,7.9,7.81,7.74,7.67,95.0,3,3,4.0,3,2,,3.6,86.3,71.4,1,Mid,1,0,8.08,2
25577,Female,Chennai,Tier2,CS,AI,Yes,No,7.66,8.14,7.63,7.28,7.62,8.37,8.06,7.95,7.87,84.1,1,3,3.0,3,1,70.8,4.9,75.0,85.8,1,Mid,1,0,8.18,2
25578,Male,Chennai,Tier1,CS,DataScience,Yes,No,5.21,5.8,6.14,5.64,5.72,5.42,5.64,6.2,5.63,80.1,2,5,4.0,2,1,77.8,4.8,86.8,74.4,0,Low,1,0,3.94,2
25579,Male,Bangalore,Tier3,IT,AI,Yes,Yes,6.52,6.7,5.97,6.36,7.07,6.88,6.37,6.87,4.16,52.23738899,2,2,1.0,2,1,30.1,3.2,8.8,44.7,0,Mid,1,1,8.2,1
25580,Female,Pune,Tier3,Mechanical,Embedded,No,Yes,5.34,6.48,6.02,5.95,5.4,5.64,5.45,5.52,5.61,60.2,0,1,0.0,1,0,49.9,1.6,23.8,26.7,0,Low,0,0,0.0,1
25581,Male,Mumbai,Tier1,IT,AI,No,No,8.98,8.9,8.79,9.57,8.97,8.75,8.9,9.48,9.01,83.0,2,3,2.0,3,2,81.4,3.9,,69.9,1,High,1,0,18.47,0
25582,Female,Kolkata,Tier3,CS,AI,Yes,Yes,7.59,7.96,7.68,7.4,7.67,8.23,7.29,7.77,7.79,50.0,0,0,1.0,0,0,49.8,,27.3,36.8,0,Mid,0,0,0.0,3
25583,Male,Jaipur,Tier2,Mechanical,Networking,No,No,7.45,7.66,7.6,7.75,7.82,7.83,7.52,7.56,7.75,94.8,1,4,,3,1,86.7,4.2,67.7,50.7,0,Mid,1,0,8.12,2
25584,Male,Jaipur,Tier2,CS,DataScience,No,No,7.6,7.08,7.7,7.7,7.23,7.37,6.93,7.41,7.35,72.6,1,3,1.0,2,0,77.9,,57.4,47.4,1,Mid,1,0,8.5,3
25585,Male,Jaipur,Tier1,ECE,Networking,No,No,8.21,7.94,7.85,7.98,8.01,7.62,8.02,7.77,8.11,67.2,1,2,1.0,1,1,67.7,,45.9,,1,High,1,0,18.32,3
25586,Male,Jaipur,Tier3,CS,AI,No,No,4.0,4.4,4.0,4.0,4.0,4.05,4.0,4.0,4.0,59.7,0,1,1.0,0,0,54.5,2.2,28.0,28.6,0,Low,0,0,0.0,1
25587,Female,Chennai,Tier1,ECE,AI,Yes,No,10.0,9.4,10.0,10.0,10.0,10.0,10.0,10.0,9.93,80.8,2,3,3.0,3,1,81.6,4.4,88.6,84.9,0,High,1,0,18.71,0
25588,Male,Mumbai,Tier1,CS,Networking,No,No,6.4,6.97,6.47,6.83,6.92,6.52,7.07,6.83,6.69,89.6,1,3,3.0,2,2,73.6,5.0,85.3,55.8,1,Mid,1,0,12.25,2
25589,Female,Mumbai,Tier1,CS,Embedded,No,No,7.87,7.57,7.77,7.88,7.99,8.11,7.69,8.51,7.92,90.2,2,3,3.0,2,1,66.8,4.0,72.7,80.9,1,Mid,1,0,8.09,2
25590,Male,Pune,Tier3,CS,DataScience,Yes,No,7.18,6.83,6.74,6.53,6.54,6.92,6.91,6.51,6.76,75.9,0,2,2.0,2,1,73.5,3.6,53.5,55.1,1,Mid,0,0,0.0,3
25591,Male,Pune,Tier2,CS,AI,Yes,Yes,6.17,7.17,6.34,6.5,6.25,6.34,6.3,6.24,6.58,52.6,0,1,1.0,0,0,52.1,1.1,25.0,29.9,0,Mid,0,0,0.0,1
25592,Female,Bangalore,Tier2,CS,DataScience,Yes,No,7.7,7.4,8.06,7.61,7.5,7.33,7.77,7.87,7.72,88.1,0,1,2.0,2,1,77.7,3.0,,50.1,1,Mid,1,0,8.61,3
25593,Female,Pune,Tier3,Mechanical,Embedded,Yes,No,8.67,9.18,8.86,8.95,9.18,9.3,8.62,8.9,8.68,95.1,0,1,2.0,1,1,53.7,3.0,47.7,,1,High,0,0,18.88,0
25594,Female,Chennai,Tier3,CS,Embedded,No,No,7.45,7.2,7.28,6.78,6.85,7.09,7.37,7.19,7.19,77.0,1,2,1.0,1,0,77.9,3.8,53.9,,0,Mid,1,0,8.67,3
25595,Male,Kochi,Tier3,CS,DataScience,Yes,No,6.28,6.2,6.24,5.72,5.86,5.45,6.26,5.87,5.96,60.1,0,0,0.0,0,0,43.3,,26.8,29.4,0,Low,0,0,0.0,1
25596,Male,Chennai,Tier3,CS,Networking,Yes,No,4.93,4.92,4.79,4.44,4.77,5.04,4.67,4.67,4.74,77.0,1,1,1.0,2,1,61.2,3.8,48.6,42.7,1,Low,0,0,0.0,1
25597,Male,Bangalore,Tier1,EE,Embedded,No,No,7.87,8.39,8.52,8.32,8.31,8.74,8.69,9.22,8.5,86.2,2,2,4.0,3,1,72.9,4.7,65.3,85.5,1,High,1,0,22.34,0
25598,Male,Ahmedabad,Tier3,CS,AI,Yes,Yes,5.6,5.61,6.22,6.31,6.19,5.92,5.86,5.68,6.06,50.0,0,1,0.0,1,0,43.5,1.0,27.4,27.8,0,Low,0,0,0.0,1
25599,Female,Mumbai,Tier2,Civil,AI,Yes,No,9.18,9.24,9.1,9.17,9.09,9.78,8.92,9.28,9.07,83.5,2,4,2.0,3,1,95.7,3.0,77.6,82.7,0,High,1,0,18.24,0
25600,Female,Kochi,Tier2,CS,Embedded,Yes,No,9.63,10.0,9.79,10.0,9.85,9.66,10.0,10.0,9.92,98.4,2,3,3.0,2,1,83.7,,81.5,72.9,1,High,1,0,18.79,0
25601,Female,Jaipur,Tier1,Mechanical,Networking,No,No,6.59,6.87,6.57,6.83,6.84,7.19,6.93,7.1,6.89,88.0,1,3,3.0,3,1,67.7,5.0,91.3,,0,Mid,1,0,9.95,2
25602,Male,Chennai,Tier2,EE,DataScience,Yes,No,6.92,7.41,6.88,6.87,6.74,7.42,7.2,7.35,7.03,80.1,1,1,2.0,2,0,65.8,3.3,44.1,63.0,0,Mid,0,0,0.0,3
25603,Male,Hyderabad,Tier2,Mechanical,AI,No,No,7.21,7.03,7.02,7.03,6.92,7.18,6.73,7.43,9.8,91.2,3,5,2.0,2,1,97.5,3.8,98.8,64.3,1,Mid,1,1,8.59,2
25604,Female,Mumbai,Tier1,IT,Embedded,No,No,8.3,8.03,8.78,8.32,8.77,8.18,8.35,8.35,8.41,85.3,1,3,3.0,4,1,96.6,4.5,82.7,62.4,0,High,1,0,18.39,0
25605,Male,Bangalore,Tier2,EE,DataScience,No,No,6.74,6.34,7.17,7.45,6.8,6.71,7.69,6.99,6.85,62.1,1,2,2.0,1,1,55.3,2.8,45.4,53.0,0,Mid,1,0,8.49,3
25606,Female,Kolkata,Tier2,IT,AI,No,Yes,5.29,4.94,5.32,5.36,5.32,5.59,5.44,5.18,5.21,73.1,1,1,2.0,1,0,70.7,2.2,49.8,,1,Low,0,0,0.0,1
25607,Male,Pune,Tier2,Civil,Networking,Yes,Yes,4.34,4.41,4.63,4.45,4.0,4.0,4.06,4.0,4.26,50.0,0,0,0.0,0,1,47.0,1.3,29.5,33.5,0,Low,0,0,0.0,1
25608,Female,Bangalore,Tier2,EE,Embedded,No,No,7.58,7.42,7.07,7.17,7.09,7.9,7.4,7.38,7.49,78.1,1,3,2.0,1,0,65.4,,54.2,54.9,1,Mid,1,0,8.44,3
25609,Female,Kochi,Tier2,CS,DataScience,Yes,No,5.81,6.69,6.23,6.34,6.52,6.9,6.21,6.32,6.39,74.6,1,2,1.0,2,0,71.9,2.6,56.6,60.7,0,Low,1,0,3.4,3
25610,Female,Bangalore,Tier2,IT,DataScience,No,Yes,6.63,7.04,6.75,6.79,6.83,7.18,7.53,6.89,7.0,77.5,1,2,2.0,1,0,68.1,2.4,,44.8,0,Mid,0,0,0.0,3
25611,Male,Kochi,Tier1,ECE,DataScience,No,Yes,6.85,6.71,6.78,6.47,6.5,6.92,7.02,7.22,6.66,100.0,2,3,,2,1,75.3,3.7,77.3,88.7,1,Mid,1,0,8.45,2
25612,Female,Hyderabad,Tier2,CS,Networking,Yes,No,9.07,9.43,9.31,9.54,9.6,9.53,10.0,9.78,9.73,89.9,0,3,4.0,3,2,72.9,,68.5,78.5,1,High,1,0,18.03,0
25613,Female,Kochi,Tier3,Mechanical,Networking,Yes,No,7.71,8.16,8.51,7.93,8.22,8.49,8.31,8.52,8.09,70.6,1,1,2.0,1,1,64.5,2.2,51.3,51.7,1,High,1,0,18.45,3
25614,Female,Kolkata,Tier2,ECE,AI,Yes,No,7.55,7.6,7.47,8.16,7.93,7.81,8.23,7.64,7.66,84.2,2,3,2.0,3,2,88.0,3.4,60.2,88.9,1,Mid,1,0,9.93,2
25615,Male,Mumbai,Tier2,CS,Networking,Yes,No,8.14,8.39,7.97,8.28,8.55,8.47,8.52,9.04,8.53,80.9,3,3,2.0,3,1,80.1,3.8,75.0,66.0,1,High,1,0,22.45,0
25616,Female,Hyderabad,Tier1,CS,AI,Yes,No,6.22,5.75,6.25,6.21,6.12,6.36,5.86,6.36,6.11,80.1,0,2,1.0,2,0,58.0,2.8,47.2,61.7,1,Low,0,0,0.0,3
25617,Male,Jaipur,Tier1,ECE,Networking,No,No,8.6,8.7,8.19,8.17,8.6,8.04,8.46,9.15,8.74,80.2,1,4,3.0,2,2,80.1,4.5,69.2,56.9,1,High,1,0,22.04,0
25618,Female,Pune,Tier2,ECE,Networking,Yes,No,8.01,8.56,8.75,9.29,9.33,8.8,8.42,8.98,8.85,87.8,1,3,3.0,3,2,98.9,2.9,100.0,64.1,1,High,1,0,18.07,0
25619,Female,Bangalore,Tier2,CS,Embedded,No,No,6.91,6.22,7.37,6.7,6.79,7.08,6.43,6.55,6.79,76.2,0,1,2.0,2,1,65.7,2.8,50.6,45.0,1,Mid,1,0,8.59,3
25620,Female,Hyderabad,Tier2,CS,AI,No,No,6.73,6.49,7.17,6.74,6.79,7.25,6.7,6.66,6.72,66.1,1,2,3.0,2,1,74.0,3.8,64.9,54.9,0,Mid,1,0,8.38,3
25621,Female,Hyderabad,Tier2,EE,DataScience,Yes,No,5.38,5.62,6.04,6.16,5.62,5.03,5.72,5.87,5.86,61.7,0,0,0.0,1,0,37.7,1.2,29.9,30.6,0,Low,0,0,0.0,1
25622,Male,Delhi,Tier3,EE,Embedded,Yes,No,6.07,7.12,7.41,7.36,6.81,7.02,6.76,6.74,6.87,82.7,1,1,2.0,2,0,65.7,3.6,56.1,51.4,0,Mid,1,0,9.9,3
25623,Male,Delhi,Tier2,Mechanical,Embedded,No,No,6.23,6.69,6.47,6.35,6.08,6.24,6.6,7.03,6.35,92.4,0,3,2.0,2,0,66.2,3.3,56.8,54.8,1,Low,0,0,0.0,3
25624,Male,Chennai,Tier2,ECE,Networking,No,No,6.06,6.75,6.49,6.51,6.44,7.34,6.29,6.49,6.54,69.9,2,2,,1,0,63.8,3.3,55.5,44.5,1,Mid,1,0,10.36,3
25625,Female,Mumbai,Tier1,EE,Embedded,No,No,8.31,7.54,8.51,8.25,8.61,8.81,8.79,8.88,8.38,74.7,2,4,3.0,3,2,87.1,4.6,68.6,78.0,0,High,1,0,18.25,0
25626,Male,Pune,Tier2,ECE,DataScience,No,No,6.96,7.34,7.59,6.96,7.11,7.6,6.95,7.49,7.29,77.7,2,4,3.0,3,2,100.0,3.9,86.0,73.8,1,Mid,1,0,8.64,2
25627,Female,Kolkata,Tier1,EE,DataScience,No,No,8.68,9.12,8.89,9.06,8.99,8.85,8.41,8.92,8.85,86.1,2,1,,1,1,,,51.0,49.4,0,High,1,0,18.11,0
25628,Female,Bangalore,Tier2,CS,Networking,Yes,No,6.73,5.99,6.62,6.52,6.61,6.54,6.54,5.99,6.6,68.3,1,2,1.0,1,1,59.9,3.6,52.1,62.6,0,Mid,0,0,0.0,3
25629,Male,Delhi,Tier1,EE,Embedded,Yes,No,7.9,7.09,6.91,7.37,7.12,7.36,7.81,7.48,7.2,75.9,1,2,1.0,2,0,68.3,3.3,69.1,52.2,1,Mid,1,0,8.01,3
25630,Female,Delhi,Tier2,Mechanical,Embedded,No,No,7.04,7.59,6.82,7.31,7.19,7.31,6.7,7.15,7.09,81.6,1,1,,2,1,72.7,4.0,54.3,47.5,1,Mid,1,0,8.58,3
25631,Male,Pune,Tier1,ECE,Embedded,No,No,8.72,8.65,8.42,8.52,8.48,8.87,9.32,8.87,8.68,76.7,2,4,2.0,3,1,87.5,3.7,74.1,68.2,1,High,1,0,22.81,0
25632,Male,Hyderabad,Tier3,Civil,Networking,No,No,7.37,7.23,7.27,6.56,7.19,6.67,7.0,6.62,7.1,80.3,1,1,1.0,2,0,66.8,1.9,66.0,55.5,1,Mid,0,0,0.0,3
25633,Female,Jaipur,Tier3,Civil,Embedded,No,No,7.16,7.25,7.21,7.43,8.32,7.53,7.7,8.3,7.59,73.5,1,2,3.0,2,1,70.6,2.8,50.2,41.9,1,Mid,1,0,8.63,3
25634,Female,Hyderabad,Tier1,Civil,Networking,Yes,No,5.81,6.79,6.58,6.13,6.27,6.29,6.16,6.36,6.37,50.0,1,1,2.0,3,1,67.2,4.5,59.9,49.6,0,Low,1,0,3.87,3
25635,Female,Pune,Tier1,ECE,Embedded,Yes,Yes,8.53,8.68,8.28,9.05,8.79,8.83,8.87,8.47,8.68,70.3,0,2,2.0,1,0,61.6,3.3,56.4,47.9,1,High,1,0,18.85,3
25636,Male,Ahmedabad,Tier3,Civil,DataScience,No,No,7.53,7.68,7.49,7.74,7.38,7.22,6.8,7.37,7.37,56.3,1,0,1.0,0,0,38.1,,27.9,34.7,0,Mid,0,0,0.0,3
25637,Female,Chennai,Tier2,Mechanical,DataScience,Yes,No,4.21,4.18,4.38,4.22,4.0,4.75,4.0,4.01,4.24,63.2,0,0,0.0,0,1,37.3,1.9,31.9,28.5,0,Low,0,0,0.0,1
25638,Female,Mumbai,Tier3,CS,Networking,No,Yes,5.72,6.02,6.55,6.69,6.23,6.1,6.54,6.12,9.81,64.5,3,5,0.0,0,0,96.8,1.7,95.5,38.6,0,Low,0,1,0.0,3
25639,Male,Hyderabad,Tier1,ECE,Embedded,No,No,7.83,7.58,7.77,7.49,7.66,8.04,7.64,8.01,7.55,100.0,2,3,3.0,3,1,80.0,4.3,78.9,91.6,0,Mid,1,0,8.65,2
25640,Female,Pune,Tier1,CS,DataScience,Yes,No,9.72,9.96,9.35,9.88,9.89,9.71,9.71,9.01,9.63,94.1,2,3,2.0,4,2,96.4,4.4,91.6,69.6,1,High,1,0,25.24,0
25641,Female,Kochi,Tier2,IT,Networking,Yes,No,8.44,8.72,8.49,8.73,8.93,9.4,8.75,9.02,8.74,75.7,1,4,2.0,4,2,95.1,4.8,100.0,67.0,1,High,1,0,22.12,0
25642,Female,Delhi,Tier1,CS,DataScience,Yes,No,6.78,6.94,7.0,6.59,8.1,7.83,7.29,7.74,7.4,100.0,2,3,3.0,4,2,91.6,5.0,91.8,66.8,1,Mid,1,0,8.43,2
25643,Male,Ahmedabad,Tier1,ECE,Networking,Yes,No,5.52,5.7,6.04,5.53,5.72,6.02,5.96,5.94,5.78,77.5,0,1,1.0,2,1,73.3,2.9,52.5,54.5,1,Low,0,0,0.0,3
25644,Female,Delhi,Tier3,CS,AI,Yes,No,6.54,6.8,7.22,6.41,6.56,7.02,6.14,7.18,6.62,72.6,0,3,2.0,1,0,67.9,3.2,67.0,47.7,1,Mid,1,0,8.19,3
25645,Female,Ahmedabad,Tier2,ECE,DataScience,Yes,No,6.17,5.71,5.15,5.67,5.52,5.73,5.81,5.87,5.69,84.4,1,1,2.0,2,0,74.1,2.9,63.2,55.6,1,Low,0,0,0.0,3
25646,Female,Kolkata,Tier2,IT,Networking,Yes,No,4.89,4.96,5.28,4.47,5.11,5.01,4.13,4.7,4.94,82.5,1,0,1.0,0,0,48.1,2.4,31.5,25.3,1,Low,0,0,0.0,1
25647,Male,Bangalore,Tier3,CS,DataScience,Yes,Yes,7.26,6.92,7.2,7.22,7.02,6.86,6.9,6.71,6.91,57.1,1,1,2.0,1,0,49.3,1.6,28.8,29.3,0,Mid,0,0,0.0,3
25648,Male,Ahmedabad,Tier1,CS,DataScience,Yes,No,10.0,9.8,10.0,10.0,10.0,10.0,10.0,10.0,9.91,81.0,1,3,3.0,3,0,83.0,3.5,75.5,68.4,1,High,1,0,25.28,0
25649,Male,Delhi,Tier2,ECE,Networking,No,No,6.93,6.31,6.14,6.3,6.09,6.3,6.34,6.28,6.52,55.7,1,0,0.0,0,0,40.0,1.7,32.1,17.8,0,Mid,0,0,0.0,1
25650,Female,Ahmedabad,Tier2,ECE,Embedded,No,No,8.08,7.66,8.29,7.94,8.62,7.84,8.29,8.04,8.14,88.2,1,2,,1,0,66.4,3.7,43.7,,1,High,1,0,18.08,3
25651,Male,Hyderabad,Tier1,ECE,Embedded,No,No,6.49,6.13,6.06,6.03,6.45,6.0,5.99,5.45,4.48,53.21959273,1,3,2.0,2,1,37.5,,,44.8,0,Low,0,1,0.0,1
25652,Male,Delhi,Tier3,CS,DataScience,Yes,No,8.01,8.01,8.61,7.89,8.08,8.31,7.85,7.92,8.09,66.3,2,2,2.0,1,1,57.8,,,,1,High,1,0,18.66,3
25653,Female,Bangalore,Tier2,IT,DataScience,Yes,No,10.0,10.0,9.89,9.98,10.0,10.0,10.0,10.0,10.0,90.3,1,2,3.0,3,1,79.8,3.1,,74.0,1,High,1,0,18.75,0
25654,Male,Pune,Tier2,Mechanical,DataScience,Yes,Yes,6.03,6.53,6.31,6.26,5.53,5.83,5.63,5.59,5.89,55.3,0,0,0.0,1,1,50.3,2.1,28.2,28.7,0,Low,0,0,0.0,1
25655,Female,Ahmedabad,Tier2,IT,Embedded,Yes,No,7.53,7.18,7.35,7.86,7.66,6.95,7.58,7.44,7.29,79.1,1,2,1.0,2,1,50.4,4.0,46.4,,0,Mid,1,0,8.65,3
25656,Male,Mumbai,Tier2,CS,Embedded,Yes,Yes,5.01,4.37,4.31,4.65,4.98,4.45,4.04,4.41,4.58,56.8,1,0,0.0,0,1,48.3,1.3,34.2,27.7,1,Low,0,0,0.0,1
25657,Male,Hyderabad,Tier2,CS,AI,Yes,Yes,5.17,5.21,5.42,6.1,5.28,5.32,5.27,5.11,5.46,61.5,0,0,0.0,0,0,39.5,1.7,25.8,32.1,1,Low,0,0,0.0,1
25658,Male,Hyderabad,Tier3,CS,Networking,No,No,7.44,7.13,7.06,6.65,7.41,7.67,6.93,7.26,7.28,85.5,1,3,3.0,1,0,68.2,2.3,54.5,40.8,1,Mid,1,0,8.19,3
25659,Male,Pune,Tier2,Mechanical,Embedded,No,No,9.74,10.0,10.0,9.92,9.7,10.0,10.0,10.0,9.95,91.2,2,4,2.0,3,1,81.5,2.8,74.4,67.5,0,High,1,0,18.17,0
25660,Male,Bangalore,Tier1,EE,Embedded,Yes,No,7.84,7.9,8.56,7.98,8.09,8.12,8.18,8.56,8.01,79.1,1,3,2.0,5,1,72.7,4.1,75.6,66.9,1,High,1,0,22.23,0
25661,Male,Chennai,Tier1,ECE,Embedded,Yes,No,7.6,7.69,7.41,7.15,7.87,7.74,7.45,7.29,7.49,85.2,2,4,3.0,3,2,74.5,4.0,76.9,88.8,1,Mid,1,0,8.65,2
25662,Male,Delhi,Tier2,CS,Networking,Yes,No,9.62,9.4,9.94,9.8,9.99,9.71,9.96,10.0,9.76,77.0,1,3,,3,2,90.0,,81.6,77.0,1,High,1,0,18.04,0
25663,Male,Delhi,Tier2,ECE,Embedded,Yes,No,5.22,5.25,5.23,4.93,4.98,5.13,4.42,4.46,4.67,60.0,0,1,1.0,0,0,39.1,1.5,24.0,29.8,1,Low,0,0,0.0,1
